Top 10 Country,Country,Type of Visa
Denmark,India,e-Visa
Denmark,Indonesia,visa-free
Denmark,Iran,visa on arrival
Denmark,Iraq,visa required
Denmark,Ireland,visa-free
Denmark,Israel,visa-free
Denmark,Italy,visa-free
Denmark,Jamaica,visa-free
Denmark,Japan,visa-free
Denmark,Jordan,visa on arrival
Denmark,Kazakhstan,visa-free
Denmark,Kenya,visa on arrival / eVisa
Denmark,Kiribati,visa-free
Denmark,Kosovo,visa-free
Denmark,Kuwait,visa on arrival / eVisa
Denmark,Kyrgyzstan,visa-free
Denmark,Laos,visa on arrival
Denmark,Latvia,visa-free
Denmark,Lebanon,visa on arrival
Denmark,Lesotho,visa-free
Denmark,Liberia,visa required
Denmark,Libya,visa required
Denmark,Liechtenstein,visa-free
Denmark,Lithuania,visa-free
Denmark,Luxembourg,visa-free
Denmark,Macao,visa-free
Denmark,Macedonia (FYROM),visa-free
Denmark,Madagascar,visa on arrival
Denmark,Malawi,visa on arrival
Denmark,Malaysia,visa-free
Denmark,Maldives,visa on arrival
Denmark,Mali,visa required
Denmark,Malta,visa-free
Denmark,Marshall Islands,visa-free
Denmark,Mauritania,visa on arrival
Denmark,Mauritius,visa-free
Denmark,Mexico,visa-free
Denmark,Micronesia,visa-free
Denmark,Moldova,visa-free
Denmark,Monaco,visa-free
Denmark,Mongolia,visa required
Denmark,Montenegro,visa-free
Denmark,Morocco,visa-free
Denmark,Mozambique,visa on arrival
Denmark,Myanmar [Burma],visa required / eVisa
Denmark,Namibia,visa-free
Denmark,Nauru,visa required
Denmark,Nepal,visa on arrival
Denmark,Netherlands,visa-free
Denmark,New Zealand,visa-free
Denmark,Nicaragua,visa-free
Denmark,Niger,visa required
Denmark,Nigeria,visa required
Denmark,North Korea,visa required
Denmark,Norway,visa-free
Denmark,Oman,visa on arrival
Denmark,Pakistan,visa required
Denmark,Palau,visa-free
Denmark,Palestinian Territories,visa-free
Denmark,Panama,visa-free
Denmark,Papua New Guinea,visa on arrival
Denmark,Paraguay,visa-free
Denmark,Peru,visa-free
Denmark,Philippines,visa-free
Denmark,Poland,visa-free
Denmark,Portugal,visa-free
Denmark,Qatar,Visa waiver on arrival
Denmark,Romania,visa-free
Denmark,Russian Federation,visa required
Denmark,Rwanda,visa required / eVisa
Denmark,Saint Kitts and Nevis,visa-free
Denmark,Saint Lucia,visa-free
Denmark,Samoa,visa-free
Denmark,San Marino,visa-free
Denmark,Sao Tome and Principe,visa-free
Denmark,Saudi Arabia,visa required
Denmark,Senegal,visa-free
Denmark,Serbia,visa-free
Denmark,Seychelles,visitor’s permit
Denmark,Sierra Leone,visa required
Denmark,Singapore,visa-free
Denmark,Slovakia,visa-free
Denmark,Slovenia,visa-free
Denmark,Solomon Islands,visa-free
Denmark,Somalia,visa required
Denmark,South Africa,visa-free
Denmark,South Korea,visa-free
Denmark,South Sudan,visa required
Denmark,Spain,visa-free
Denmark,Sri Lanka,eTA
Denmark,St. Vincent and the Grenadines,visa-free
Denmark,Sudan,visa required
Denmark,Suriname,visa on arrival
Denmark,Swaziland,visa-free
Denmark,Sweden,visa-free
Denmark,Switzerland,visa-free
Denmark,Syria,visa required
Denmark,Taiwan,visa-free
Denmark,Tajikistan,visa required
Denmark,Tanzania,visa on arrival
Denmark,Thailand,visa-free
Denmark,Timor-Leste,visa-free
Denmark,Togo,visa on arrival
Denmark,Tonga,visa-free
Denmark,Trinidad and Tobago,visa-free
Denmark,Tunisia,visa-free
Denmark,Turkey,visa-free
Denmark,Turkmenistan,visa required
Denmark,Tuvalu,visa-free
Denmark,Uganda,visa on arrival
Denmark,Ukraine,visa-free
Denmark,United Arab Emirates,visa-free
Denmark,United Kingdom,visa-free
Denmark,United States of America,eTA
Denmark,Uruguay,visa-free
Denmark,Uzbekistan,visa required
Denmark,Vanuatu,visa-free
Denmark,Vatican City,visa-free
Denmark,Venezuela,visa-free
Denmark,Viet Nam,visa-free
Denmark,Yemen,visa required
Denmark,Zambia,visa on arrival
Denmark,Zimbabwe,visa on arrival
Finland,Afghanistan,visa required
Finland,Albania,visa-free
Finland,Algeria,visa required
Finland,Andorra,visa-free
Finland,Angola,visa required
Finland,Antigua and Barbuda,visa-free
Finland,Argentina,visa-free
Finland,Armenia,visa-free
Finland,Australia,eTA
Finland,Austria,visa-free
Finland,Azerbaijan,visa required / eVisa
Finland,Bahamas,visa-free
Finland,Bahrain,visa on arrival
Finland,Bangladesh,visa on arrival
Finland,Barbados,visa-free
Finland,Belarus,visa-free
Finland,Belgium,visa-free
Finland,Belize,visa-free
Finland,Benin,visa required
Finland,Bhutan,visa required
Finland,Bolivia,visa-free
Finland,Bosnia and Herzegovina,visa-free
Finland,Botswana,visa-free
Finland,Brazil,visa-free
Finland,Brunei,visa-free
Finland,Bulgaria,visa-free
Finland,Burkina Faso,visa on arrival
Finland,Burundi,visa required
Finland,Cambodia,visa on arrival / eVisa
Finland,Cameroon,visa required
Finland,Canada,eTA
Finland,Cape Verde,visa on arrival
Finland,Central African Republic,visa required
Finland,Chad,visa required
Finland,Chile,visa-free
Finland,China,visa required
Finland,Colombia,visa-free
Finland,Comoros,visa on arrival
Finland,Congo,visa required
Finland,Congo (Dem. Rep.),visa required
Finland,Costa Rica,visa-free
Finland,Cote d'Ivoire (Ivory Coast),visa on arrival / eVisa
Finland,Croatia,visa-free
Finland,Cuba,visa required
Finland,Cyprus,visa-free
Finland,Czechia,visa-free
Finland,Denmark,visa-free
Finland,Djibouti,visa on arrival
Finland,Dominica,visa-free
Finland,Dominican Republic,visa-free
Finland,Ecuador,visa-free
Finland,Egypt,visa on arrival
Finland,El Salvador,visa-free
Finland,Equatorial Guinea,visa required
Finland,Eritrea,visa required
Finland,Estonia,visa-free
Finland,Ethiopia,visa on arrival
Finland,Fiji,visa-free
Finland,Finland,
Finland,France,visa-free
Finland,Gabon,visa required / eVisa
Finland,Gambia,visa-free
Finland,Georgia,visa-free
Finland,Germany,visa-free
Finland,Ghana,visa required
Finland,Greece,visa-free
Finland,Grenada,visa-free
Finland,Guatemala,visa-free
Finland,Guinea,visa required
Finland,Guinea-Bissau,visa on arrival
Finland,Guyana,visa-free
Finland,Haiti,visa-free
Finland,Honduras,visa-free
Finland,Hong Kong,visa-free
Finland,Hungary,visa-free
Finland,Iceland,visa-free
Finland,India,e-Visa
Finland,Indonesia,visa-free
Finland,Iran,visa on arrival
Finland,Iraq,visa required
Finland,Ireland,visa-free
Finland,Israel,visa-free
Finland,Italy,visa-free
Finland,Jamaica,visa-free
Finland,Japan,visa-free
Finland,Jordan,visa on arrival
Finland,Kazakhstan,visa-free
Finland,Kenya,visa on arrival / eVisa
Finland,Kiribati,visa-free
Finland,Kosovo,visa-free
Finland,Kuwait,visa on arrival / eVisa
Finland,Kyrgyzstan,visa-free
Finland,Laos,visa on arrival
Finland,Latvia,visa-free
Finland,Lebanon,visa on arrival
Finland,Lesotho,visa-free
Finland,Liberia,visa required
Finland,Libya,visa required
Finland,Liechtenstein,visa-free
Finland,Lithuania,visa-free
Finland,Luxembourg,visa-free
Finland,Macao,visa-free
Finland,Macedonia (FYROM),visa-free
Finland,Madagascar,visa on arrival
Finland,Malawi,visa on arrival
Finland,Malaysia,visa-free
Finland,Maldives,visa on arrival
Finland,Mali,visa required
Finland,Malta,visa-free
Finland,Marshall Islands,visa-free
Finland,Mauritania,visa on arrival
Finland,Mauritius,visa-free
Finland,Mexico,visa-free
Finland,Micronesia,visa-free
Finland,Moldova,visa-free
Finland,Monaco,visa-free
Finland,Mongolia,visa required
Finland,Montenegro,visa-free
Finland,Morocco,visa-free
Finland,Mozambique,visa on arrival
Finland,Myanmar [Burma],visa required / eVisa
Finland,Namibia,visa-free
Finland,Nauru,visa required
Finland,Nepal,visa on arrival
Finland,Netherlands,visa-free
Finland,New Zealand,visa-free
Finland,Nicaragua,visa-free
Finland,Niger,visa required
Finland,Nigeria,visa required
Finland,North Korea,visa required
Finland,Norway,visa-free
Finland,Oman,visa on arrival
Finland,Pakistan,visa required
Finland,Palau,visa-free
Finland,Palestinian Territories,visa-free
Finland,Panama,visa-free
Finland,Papua New Guinea,visa on arrival
Finland,Paraguay,visa-free
Finland,Peru,visa-free
Finland,Philippines,visa-free
Finland,Poland,visa-free
Finland,Portugal,visa-free
Finland,Qatar,Visa waiver on arrival
Finland,Romania,visa-free
Finland,Russian Federation,visa required
Finland,Rwanda,visa required / eVisa
Finland,Saint Kitts and Nevis,visa-free
Finland,Saint Lucia,visa-free
Finland,Samoa,visa-free
Finland,San Marino,visa-free
Finland,Sao Tome and Principe,visa-free
Finland,Saudi Arabia,visa required
Finland,Senegal,visa-free
Finland,Serbia,visa-free
Finland,Seychelles,visitor’s permit
Finland,Sierra Leone,visa required
Finland,Singapore,visa-free
Finland,Slovakia,visa-free
Finland,Slovenia,visa-free
Finland,Solomon Islands,visa-free
Finland,Somalia,visa required
Finland,South Africa,visa-free
Finland,South Korea,visa-free
Finland,South Sudan,visa required
Finland,Spain,visa-free
Finland,Sri Lanka,eTA
Finland,St. Vincent and the Grenadines,visa-free
Finland,Sudan,visa required
Finland,Suriname,visa on arrival
Finland,Swaziland,visa-free
Finland,Sweden,visa-free
Finland,Switzerland,visa-free
Finland,Syria,visa required
Finland,Taiwan,visa-free
Finland,Tajikistan,visa required
Finland,Tanzania,visa on arrival
Finland,Thailand,visa-free
Finland,Timor-Leste,visa-free
Finland,Togo,visa on arrival
Finland,Tonga,visa-free
Finland,Trinidad and Tobago,visa-free
Finland,Tunisia,visa-free
Finland,Turkey,visa-free
Finland,Turkmenistan,visa required
Finland,Tuvalu,visa-free
Finland,Uganda,visa on arrival
Finland,Ukraine,visa-free
Finland,United Arab Emirates,visa-free
Finland,United Kingdom,visa-free
Finland,United States of America,eTA
Finland,Uruguay,visa-free
Finland,Uzbekistan,visa required
Finland,Vanuatu,visa-free
Finland,Vatican City,visa-free
Finland,Venezuela,visa-free
Finland,Viet Nam,visa-free
Finland,Yemen,visa required
Finland,Zambia,visa on arrival
Finland,Zimbabwe,visa on arrival
France,Afghanistan,visa required
France,Albania,visa-free
France,Algeria,visa required
France,Andorra,visa-free
France,Angola,visa required
France,Antigua and Barbuda,visa-free
France,Argentina,visa-free
France,Armenia,visa-free
France,Australia,eTA
France,Austria,visa-free
France,Azerbaijan,visa required / eVisa
France,Bahamas,visa-free
France,Bahrain,visa on arrival
France,Bangladesh,visa on arrival
France,Barbados,visa-free
France,Belarus,visa-free
France,Belgium,visa-free
France,Belize,visa-free
France,Benin,visa required
France,Bhutan,visa required
France,Bolivia,visa-free
France,Bosnia and Herzegovina,visa-free
France,Botswana,visa-free
France,Brazil,visa-free
France,Brunei,visa-free
France,Bulgaria,visa-free
France,Burkina Faso,visa on arrival
France,Burundi,visa required
France,Cambodia,visa on arrival / eVisa
France,Cameroon,visa required
France,Canada,eTA
France,Cape Verde,visa on arrival
France,Central African Republic,visa required
France,Chad,visa required
France,Chile,visa-free
France,China,visa required
France,Colombia,visa-free
France,Comoros,visa on arrival
France,Congo,visa required
France,Congo (Dem. Rep.),visa required
France,Costa Rica,visa-free
France,Cote d'Ivoire (Ivory Coast),visa on arrival / eVisa
France,Croatia,visa-free
France,Cuba,visa required
France,Cyprus,visa-free
France,Czechia,visa-free
France,Denmark,visa-free
France,Djibouti,visa on arrival
France,Dominica,visa-free
France,Dominican Republic,visa-free
France,Ecuador,visa-free
France,Egypt,visa on arrival
France,El Salvador,visa-free
France,Equatorial Guinea,visa required
France,Eritrea,visa required
France,Estonia,visa-free
France,Ethiopia,visa on arrival
France,Fiji,visa-free
France,Finland,visa-free
France,France,
France,Gabon,visa required / eVisa
France,Gambia,visa on arrival
France,Georgia,visa-free
France,Germany,visa-free
France,Ghana,visa required
France,Greece,visa-free
France,Grenada,visa-free
France,Guatemala,visa-free
France,Guinea,visa required
France,Guinea-Bissau,visa on arrival
France,Guyana,visa-free
France,Haiti,visa-free
France,Honduras,visa-free
France,Hong Kong,visa-free
France,Hungary,visa-free
France,Iceland,visa-free
France,India,e-Visa
France,Indonesia,visa-free
France,Iran,visa on arrival
France,Iraq,visa required
France,Ireland,visa-free
France,Israel,visa-free
France,Italy,visa-free
France,Jamaica,visa-free
France,Japan,visa-free
France,Jordan,visa on arrival
France,Kazakhstan,visa-free
France,Kenya,visa on arrival / eVisa
France,Kiribati,visa-free
France,Kosovo,visa-free
France,Kuwait,visa on arrival / eVisa
France,Kyrgyzstan,visa-free
France,Laos,visa on arrival
France,Latvia,visa-free
France,Lebanon,visa on arrival
France,Lesotho,visa-free
France,Liberia,visa required
France,Libya,visa required
France,Liechtenstein,visa-free
France,Lithuania,visa-free
France,Luxembourg,visa-free
France,Macao,visa-free
France,Macedonia (FYROM),visa-free
France,Madagascar,visa on arrival
France,Malawi,visa on arrival
France,Malaysia,visa-free
France,Maldives,visa on arrival
France,Mali,visa required
France,Malta,visa-free
France,Marshall Islands,visa-free
France,Mauritania,visa on arrival
France,Mauritius,visa-free
France,Mexico,visa-free
France,Micronesia,visa-free
France,Moldova,visa-free
France,Monaco,visa-free
France,Mongolia,visa required
France,Montenegro,visa-free
France,Morocco,visa-free
France,Mozambique,visa on arrival
France,Myanmar [Burma],visa required / eVisa
France,Namibia,visa-free
France,Nauru,visa required
France,Nepal,visa on arrival
France,Netherlands,visa-free
France,New Zealand,visa-free
France,Nicaragua,visa-free
France,Niger,visa required
France,Nigeria,visa required
France,North Korea,visa required
France,Norway,visa-free
France,Oman,visa on arrival
France,Pakistan,visa required
France,Palau,visa-free
France,Palestinian Territories,visa-free
France,Panama,visa-free
France,Papua New Guinea,visa on arrival
France,Paraguay,visa-free
France,Peru,visa-free
France,Philippines,visa-free
France,Poland,visa-free
France,Portugal,visa-free
France,Qatar,Visa waiver on arrival
France,Romania,visa-free
France,Russian Federation,visa required
France,Rwanda,visa required / eVisa
France,Saint Kitts and Nevis,visa-free
France,Saint Lucia,visa-free
France,Samoa,visa-free
France,San Marino,visa-free
France,Sao Tome and Principe,visa-free
France,Saudi Arabia,visa required
France,Senegal,visa-free
France,Serbia,visa-free
France,Seychelles,visitor’s permit
France,Sierra Leone,visa required
France,Singapore,visa-free
France,Slovakia,visa-free
France,Slovenia,visa-free
France,Solomon Islands,visa-free
France,Somalia,visa required
France,South Africa,visa-free
France,South Korea,visa-free
France,South Sudan,visa required
France,Spain,visa-free
France,Sri Lanka,eTA
France,St. Vincent and the Grenadines,visa-free
France,Sudan,visa required
France,Suriname,visa on arrival
France,Swaziland,visa-free
France,Sweden,visa-free
France,Switzerland,visa-free
France,Syria,visa required
France,Taiwan,visa-free
France,Tajikistan,visa required
France,Tanzania,visa on arrival
France,Thailand,visa-free
France,Timor-Leste,visa-free
France,Togo,visa on arrival
France,Tonga,visa-free
France,Trinidad and Tobago,visa-free
France,Tunisia,visa-free
France,Turkey,visa-free
France,Turkmenistan,visa required
France,Tuvalu,visa-free
France,Uganda,visa on arrival
France,Ukraine,visa-free
France,United Arab Emirates,visa-free
France,United Kingdom,visa-free
France,United States of America,eTA
France,Uruguay,visa-free
France,Uzbekistan,visa required
France,Vanuatu,visa-free
France,Vatican City,visa-free
France,Venezuela,visa-free
France,Viet Nam,visa-free
France,Yemen,visa required
France,Zambia,visa on arrival
France,Zimbabwe,visa on arrival
Italy,Afghanistan,visa required
Italy,Albania,visa-free
Italy,Algeria,visa required
Italy,Andorra,visa-free
Italy,Angola,visa required
Italy,Antigua and Barbuda,visa-free
Italy,Argentina,visa-free
Italy,Armenia,visa-free
Italy,Australia,eTA
Italy,Austria,visa-free
Italy,Azerbaijan,visa required / eVisa
Italy,Bahamas,visa-free
Italy,Bahrain,visa on arrival
Italy,Bangladesh,visa on arrival
Italy,Barbados,visa-free
Italy,Belarus,visa-free
Italy,Belgium,visa-free
Italy,Belize,visa-free
Italy,Benin,visa required
Italy,Bhutan,visa required
Italy,Bolivia,visa-free
Italy,Bosnia and Herzegovina,visa-free
Italy,Botswana,visa-free
Italy,Brazil,visa-free
Italy,Brunei,visa-free
Italy,Bulgaria,visa-free
Italy,Burkina Faso,visa on arrival
Italy,Burundi,visa required
Italy,Cambodia,visa on arrival / eVisa
Italy,Cameroon,visa required
Italy,Canada,eTA
Italy,Cape Verde,visa on arrival
Italy,Central African Republic,visa required
Italy,Chad,visa required
Italy,Chile,visa-free
Italy,China,visa required
Italy,Colombia,visa-free
Italy,Comoros,visa on arrival
Italy,Congo,visa required
Italy,Congo (Dem. Rep.),visa required
Italy,Costa Rica,visa-free
Italy,Cote d'Ivoire (Ivory Coast),visa on arrival / eVisa
Italy,Croatia,visa-free
Italy,Cuba,visa required
Italy,Cyprus,visa-free
Italy,Czechia,visa-free
Italy,Denmark,visa-free
Italy,Djibouti,visa on arrival
Italy,Dominica,visa-free
Italy,Dominican Republic,visa-free
Italy,Ecuador,visa-free
Italy,Egypt,visa on arrival
Italy,El Salvador,visa-free
Italy,Equatorial Guinea,visa required
Italy,Eritrea,visa required
Italy,Estonia,visa-free
Italy,Ethiopia,visa on arrival
Italy,Fiji,visa-free
Italy,Finland,visa-free
Italy,France,visa-free
Italy,Gabon,visa required / eVisa
Italy,Gambia,visa-free
Italy,Georgia,visa-free
Italy,Germany,visa-free
Italy,Ghana,visa required
Italy,Greece,visa-free
Italy,Grenada,visa-free
Italy,Guatemala,visa-free
Italy,Guinea,visa required
Italy,Guinea-Bissau,visa on arrival
Italy,Guyana,visa-free
Italy,Haiti,visa-free
Italy,Honduras,visa-free
Italy,Hong Kong,visa-free
Italy,Hungary,visa-free
Italy,Iceland,visa-free
Italy,India,e-Visa
Italy,Indonesia,visa-free
Italy,Iran,visa on arrival
Italy,Iraq,visa required
Italy,Ireland,visa-free
Italy,Israel,visa-free
Italy,Italy,
Italy,Jamaica,visa-free
Italy,Japan,visa-free
Italy,Jordan,visa on arrival
Italy,Kazakhstan,visa-free
Italy,Kenya,visa on arrival / eVisa
Italy,Kiribati,visa-free
Italy,Kosovo,visa-free
Italy,Kuwait,visa on arrival / eVisa
Italy,Kyrgyzstan,visa-free
Italy,Laos,visa on arrival
Italy,Latvia,visa-free
Italy,Lebanon,visa on arrival
Italy,Lesotho,visa-free
Italy,Liberia,visa required
Italy,Libya,visa required
Italy,Liechtenstein,visa-free
Italy,Lithuania,visa-free
Italy,Luxembourg,visa-free
Italy,Macao,visa-free
Italy,Macedonia (FYROM),visa-free
